ID,player1ID,player2ID,pokemonLostByPlayer1,pokemonLostByPlayer2,damageDealtByPlayer1,damageDealtByPlayer2
14117,8,258,6,4,33,19
14118,6,526,4,6,12,9
14119,4,292,6,0,21,28
14120,4,843,6,1,24,24
14121,3,745,6,2,19,30
14122,4,39,6,0,16,9
14123,7,588,6,1,24,16
14124,4,767,6,4,14,15
14125,5,848,1,6,21,19
14126,8,52,3,6,16,9
14127,8,312,6,2,19,18
14128,7,108,6,0,20,15
14129,4,388,1,6,22,14
14130,4,142,4,6,16,6
14131,8,948,4,6,12,23
14132,3,354,6,1,22,28
14133,7,259,5,6,18,14
14134,9,623,1,6,14,21
14135,2,378,2,6,12,19
14136,2,16,6,1,32,16
14137,3,642,6,5,19,30
14138,9,322,0,6,21,9
14139,3,431,6,3,22,6
14140,10,46,6,5,24,17
14141,8,663,2,6,21,23
14142,6,909,6,1,21,11
14143,4,825,6,2,9,10
14144,7,972,4,6,24,14
14145,8,375,4,6,26,19
14146,5,263,1,6,14,24
14147,4,396,6,2,22,24
14148,2,465,6,5,17,26
14149,4,838,2,6,25,21
14150,3,260,6,5,7,30
14151,5,471,6,5,26,24
14152,9,254,5,6,21,10
14153,4,93,6,1,3,29
14154,3,473,6,1,18,19
14155,9,758,4,6,20,12
14156,9,64,6,1,26,22
14157,7,1,6,5,22,35
14158,7,455,6,1,19,23
14159,4,602,1,6,28,20
14160,10,401,6,4,26,16
14161,6,908,6,0,21,18
14162,8,830,0,6,17,10
14163,3,794,6,4,15,12
14164,10,846,4,6,27,17
14165,2,655,6,0,4,11
14166,7,896,6,5,17,7
14167,5,245,6,4,13,28
14168,5,878,6,4,21,18
14169,6,97,1,6,7,23
14170,4,334,6,3,13,21
14171,6,33,2,6,18,16
14172,3,638,6,1,12,16
14173,5,104,0,6,6,15
14174,6,918,2,6,4,18
14175,7,895,6,2,19,6
14176,7,67,6,1,24,15
14177,3,231,6,4,25,21
14178,2,944,0,6,17,31
14179,4,141,6,4,21,20
14180,4,311,3,6,11,20
14181,5,718,5,6,12,30
14182,6,935,1,6,15,8
14183,5,126,2,6,8,16
14184,10,224,5,6,9,28
14185,8,372,1,6,13,23
14186,4,751,6,2,9,4
14187,6,587,6,1,19,16
14188,9,568,4,6,14,21
14189,10,659,6,0,29,25
14190,6,380,5,6,7,17
14191,3,151,6,4,12,14
14192,7,177,6,5,23,15
14193,3,913,6,0,15,24
14194,9,21,6,0,32,19
14195,3,411,6,4,22,24
14196,5,640,6,2,24,6
14197,7,676,3,6,27,17
14198,5,322,6,0,25,9
14199,5,309,6,2,16,18
14200,2,933,6,4,22,21
14201,9,324,6,5,10,16
14202,8,143,5,6,21,25
14203,5,473,6,3,15,27
14204,9,21,6,0,11,34
14205,6,262,4,6,21,24
14206,4,392,6,3,18,7
14207,8,58,6,2,29,21
14208,6,925,6,5,20,9
14209,5,810,6,3,17,13
14210,3,799,6,3,7,20
14211,4,862,1,6,27,25
14212,4,846,6,0,27,18
14213,7,704,6,2,31,24
14214,7,353,6,5,15,20
14215,8,267,6,5,31,8
14216,6,536,6,3,13,16
14217,6,665,0,6,25,34
14218,5,166,0,6,12,18
14219,6,678,3,6,22,17
14220,7,584,6,1,22,19
14221,5,516,5,6,21,27
14222,6,203,6,3,26,14
14223,5,908,5,6,28,16
14224,3,576,6,0,6,31
14225,6,732,4,6,20,24
14226,5,754,6,1,20,12
14227,6,754,5,6,7,29
14228,5,744,6,5,15,28
14229,7,541,5,6,23,24
14230,5,897,3,6,20,30
14231,10,45,6,5,33,15
14232,5,485,5,6,15,11
14233,4,129,4,6,12,6
14234,3,333,6,4,12,18
14235,5,51,6,1,18,14
14236,7,254,3,6,9,24
14237,3,368,6,1,21,25
14238,3,90,6,2,15,21
14239,5,553,0,6,21,33
14240,5,411,0,6,15,21
14241,7,328,4,6,14,29
14242,1,222,6,5,30,20
14243,6,549,3,6,26,15
14244,4,950,6,2,7,15
14245,4,631,6,1,16,9
14246,3,829,6,2,9,17
14247,8,35,3,6,16,18
14248,5,864,5,6,15,32
14249,2,68,6,0,17,23
14250,9,164,1,6,25,16
14251,5,285,6,2,18,20
14252,4,862,6,5,15,12
14253,5,840,6,0,19,31
14254,6,23,6,2,15,26
14255,7,839,3,6,19,11
14256,5,539,5,6,4,19
14257,8,280,6,0,18,17
14258,4,388,6,1,20,30
14259,3,229,6,0,13,18
14260,4,134,3,6,16,12
14261,6,15,5,6,20,13
14262,6,786,1,6,13,18
14263,2,531,6,3,20,10
14264,6,984,1,6,9,18
14265,9,919,4,6,26,22
14266,6,726,2,6,24,14
14267,5,973,6,3,27,14
14268,3,12,4,6,21,19
14269,3,661,6,5,21,25
14270,5,719,2,6,19,21
14271,5,768,6,0,21,18
14272,5,872,3,6,6,23
14273,9,371,6,4,17,29
14274,5,836,1,6,3,32
14275,4,159,6,4,24,18
14276,3,465,6,0,18,17
14277,4,328,5,6,17,25
14278,8,869,4,6,28,23
14279,5,548,6,5,18,30
14280,4,508,6,4,13,25
14281,5,149,5,6,9,9
14282,2,410,6,1,21,24
14283,7,845,2,6,34,28
14284,3,279,6,2,10,16
14285,6,102,6,4,20,20
14286,7,665,6,3,19,30
14287,8,649,6,2,32,25
14288,4,594,6,0,20,16
14289,3,418,5,6,18,9
14290,3,739,3,6,15,15
14291,4,558,6,5,17,20
14292,4,799,1,6,22,21
14293,5,810,0,6,12,18
14294,5,340,4,6,17,13
14295,10,11,5,6,27,16
14296,6,567,6,1,9,26
14297,2,329,6,4,27,15
14298,5,26,2,6,12,9
14299,5,30,6,5,13,16
14300,9,838,5,6,25,19
14301,8,556,3,6,21,15
14302,5,788,6,3,29,18
14303,3,142,6,0,16,17
14304,3,51,6,4,16,23
14305,6,220,6,2,23,15
14306,3,125,6,0,19,18
14307,7,344,5,6,31,18
14308,3,733,6,2,4,26
14309,10,380,6,0,23,16
14310,3,527,6,5,21,22
14311,6,742,6,3,20,21
14312,8,164,0,6,15,24
14313,4,814,6,2,12,18
14314,3,550,6,2,18,24
14315,5,961,6,4,25,20
14316,5,333,3,6,31,33
14317,3,227,5,6,25,14
14318,5,326,4,6,15,15
14319,1,587,5,6,29,15
14320,8,755,0,6,18,21
14321,6,594,4,6,29,7
14322,4,387,4,6,17,13
14323,8,126,0,6,24,24
14324,8,56,2,6,28,10
14325,7,482,0,6,22,24
14326,4,166,6,4,19,18
14327,8,249,3,6,16,24
14328,3,157,1,6,12,23
14329,8,134,0,6,15,18
14330,3,636,6,0,25,28
14331,7,582,6,4,25,21
14332,4,964,6,2,9,6
14333,6,969,5,6,10,19
14334,8,618,5,6,16,20
14335,8,971,1,6,15,6
14336,8,639,5,6,24,14
14337,3,778,6,3,24,26
14338,9,309,2,6,3,21
14339,5,683,5,6,20,18
14340,8,835,6,1,12,31
14341,2,498,6,4,25,12
14342,6,756,1,6,20,21
14343,7,700,4,6,25,12
14344,4,116,6,0,8,10
14345,2,359,0,6,10,5
14346,3,615,6,5,15,24
14347,3,800,6,4,15,7
14348,1,527,6,0,29,14
14349,4,110,6,0,11,14
14350,4,258,6,5,6,28
14351,4,405,6,3,18,29
14352,6,747,6,2,24,18
14353,6,308,5,6,29,28
14354,3,727,6,1,19,22
14355,6,167,5,6,12,10
14356,7,968,2,6,22,24
14357,6,872,1,6,22,21
14358,4,749,6,3,22,11
14359,7,146,5,6,17,13
14360,7,717,1,6,22,8
14361,9,752,6,1,18,15
14362,7,868,1,6,23,20
14363,8,564,6,3,19,20
14364,5,239,5,6,11,4
14365,3,13,6,0,19,9
14366,6,998,0,6,21,27
14367,7,151,6,4,15,29
14368,7,259,6,4,5,6
14369,1,658,6,4,27,24
14370,8,159,4,6,23,26
14371,4,785,6,4,17,12
14372,7,270,6,5,15,9
14373,6,409,2,6,25,22
14374,7,28,6,2,19,26
14375,9,445,6,5,28,15
14376,5,744,4,6,15,24
14377,6,363,6,2,16,18
14378,8,873,6,4,25,25
14379,2,497,6,0,9,19
14380,4,339,6,1,10,10
14381,8,474,2,6,30,17
14382,5,179,6,2,12,12
14383,4,314,6,3,18,23
14384,5,870,2,6,10,22
14385,6,438,6,4,17,20
14386,8,676,0,6,7,10
14387,7,655,6,4,21,21
14388,5,672,6,2,23,18
14389,3,580,6,2,12,10
14390,9,792,6,5,22,24
14391,6,983,2,6,16,19
14392,9,607,6,3,18,9
14393,2,472,6,5,32,20
14394,7,115,4,6,29,12
14395,5,314,3,6,10,19
14396,8,389,6,5,19,23
14397,6,183,6,0,17,17
14398,6,781,0,6,17,10
14399,4,733,6,0,26,30
14400,5,711,6,2,32,22
14401,4,49,0,6,24,31
14402,2,714,6,1,21,9
14403,6,729,4,6,25,25
14404,6,916,6,2,13,9
14405,10,933,6,4,23,18
14406,8,971,5,6,27,18
14407,10,867,6,4,26,19
14408,9,121,0,6,21,13
14409,2,668,6,1,22,27
14410,5,793,3,6,15,18
14411,9,169,6,0,30,15
14412,2,116,6,0,26,21
14413,3,374,6,3,18,18
14414,3,212,6,3,24,16
14415,6,617,2,6,21,16
14416,5,542,3,6,12,12
14417,7,370,4,6,11,15
14418,3,508,6,4,12,23
14419,5,637,0,6,23,15
14420,7,933,0,6,19,9
14421,4,391,6,4,12,18
14422,6,752,0,6,19,24
14423,3,852,6,2,16,18
14424,6,653,6,0,31,10
14425,8,339,3,6,15,27
14426,8,692,6,0,24,23
14427,6,88,6,3,18,19
14428,6,291,1,6,23,10
14429,5,482,6,5,12,13
14430,5,101,4,6,20,16
14431,7,495,5,6,10,24
14432,6,741,4,6,19,10
14433,5,144,5,6,24,15
14434,10,79,1,6,19,16
14435,4,632,6,1,6,13
14436,3,362,6,3,21,17
14437,2,218,6,2,9,22
14438,5,270,5,6,21,27
14439,3,104,6,3,18,16
14440,4,809,6,5,28,25
14441,3,273,6,0,28,7
14442,8,723,3,6,12,27
14443,7,310,6,1,15,20
14444,7,324,6,0,25,30
14445,5,734,1,6,18,9
14446,7,759,6,2,27,27
14447,4,234,2,6,22,21
14448,10,957,6,0,12,14
14449,5,856,2,6,15,12
14450,3,626,6,2,24,22
14451,4,58,2,6,13,23
14452,7,806,3,6,15,21
14453,6,900,4,6,16,16
14454,8,917,4,6,25,11
14455,4,562,3,6,19,13
14456,3,178,6,4,12,16
14457,8,339,4,6,32,27
14458,8,464,2,6,7,24
14459,7,722,1,6,16,12
14460,9,912,3,6,23,15
14461,7,25,6,2,12,16
14462,2,533,6,5,22,30
14463,6,225,4,6,21,24
14464,6,327,5,6,27,11
14465,5,818,4,6,8,16
14466,4,976,6,5,20,28
14467,9,10,6,5,15,27
14468,8,76,5,6,27,12
14469,3,116,6,4,3,22
14470,6,924,4,6,15,15
14471,3,592,6,0,19,12
14472,3,398,6,4,12,13
14473,10,592,0,6,17,21
14474,6,852,0,6,6,9
14475,8,79,6,0,9,17
14476,7,17,6,2,15,15
14477,4,738,6,1,16,4
14478,10,11,4,6,20,18
14479,6,829,1,6,18,25
14480,6,251,3,6,13,28
14481,6,813,4,6,18,32
14482,5,893,6,0,27,14
14483,7,724,6,4,18,20
14484,5,303,3,6,24,16
14485,6,870,1,6,21,9
14486,9,823,6,0,17,12
14487,3,759,6,4,12,5
14488,3,782,1,6,28,7
14489,7,268,6,4,15,19
14490,4,247,6,2,21,21
14491,2,788,6,3,7,9
14492,8,725,6,3,31,27
14493,2,28,6,2,8,28
14494,9,999,6,3,12,11
14495,6,280,5,6,21,28
14496,5,16,3,6,12,13
14497,5,884,4,6,18,15
14498,6,620,2,6,24,25
14499,7,310,2,6,6,13
14500,3,787,6,1,25,22
14501,4,887,6,2,20,18
14502,3,997,6,2,22,12
14503,8,894,2,6,7,13
14504,2,753,6,0,19,19
14505,3,941,1,6,24,18
14506,5,3,3,6,12,16
14507,5,558,4,6,9,5
14508,7,287,4,6,18,15
14509,7,167,5,6,17,17
14510,4,445,0,6,15,28
14511,6,743,3,6,25,23
14512,5,66,6,3,16,5
14513,3,564,6,1,9,23
14514,7,557,6,2,16,11
14515,8,68,6,1,12,24
14516,3,591,2,6,6,19
14517,8,660,5,6,17,31
14518,6,41,4,6,6,22
14519,3,643,6,4,13,16
14520,8,447,5,6,17,24
14521,1,113,6,1,34,29
14522,5,952,6,5,18,32
14523,6,825,0,6,33,18
14524,9,242,2,6,21,18
14525,3,2,6,1,19,9
14526,6,880,1,6,9,24
14527,9,407,1,6,13,21
14528,5,388,6,5,24,29
14529,6,818,1,6,10,15
14530,4,749,3,6,4,18
14531,9,496,4,6,17,19
14532,2,135,6,2,26,29
14533,6,721,3,6,18,28
14534,8,104,0,6,22,20
14535,9,784,6,5,6,22
14536,1,718,5,6,22,20
14537,9,658,6,5,11,17
14538,6,919,6,0,14,19
14539,3,238,6,0,30,25
14540,3,201,6,0,7,20
14541,6,350,3,6,24,15
14542,8,670,6,1,15,16
14543,5,585,6,4,15,30
14544,9,953,6,0,24,11
14545,3,877,6,3,16,18
14546,7,362,6,3,15,20
14547,5,523,0,6,21,25
14548,4,906,3,6,14,17
14549,10,508,2,6,17,24
14550,6,54,2,6,34,21
14551,7,30,6,2,13,12
14552,9,775,4,6,19,35
14553,6,363,1,6,8,23
14554,7,813,6,3,23,19
14555,8,983,5,6,16,23
14556,5,240,6,3,24,22
14557,8,552,0,6,15,31
14558,6,822,1,6,22,26
14559,6,487,4,6,27,12
14560,7,724,2,6,24,22
14561,8,364,6,0,12,20
14562,6,142,6,3,32,10
14563,5,176,6,0,18,6
14564,3,820,6,5,16,21
14565,2,741,6,2,17,30
14566,8,820,6,3,25,21
14567,8,121,6,4,24,24
14568,8,269,6,2,19,10
14569,8,570,6,2,6,12
14570,5,487,6,1,17,17
14571,4,259,2,6,16,26
14572,4,5,6,0,17,12
14573,8,217,4,6,18,11
14574,8,370,5,6,22,28
14575,5,700,1,6,24,15
14576,3,985,6,3,7,22
14577,8,431,6,5,20,21
14578,8,116,6,4,16,18
14579,3,819,6,4,21,15
14580,4,101,0,6,13,23
14581,7,854,1,6,18,28
14582,5,900,3,6,9,25
14583,1,489,6,5,22,25
14584,5,158,6,3,9,23
14585,4,546,6,1,24,26
14586,9,75,6,3,23,15
14587,7,838,4,6,25,21
14588,6,55,2,6,26,17
14589,9,623,6,4,23,15
14590,3,874,6,2,10,12
14591,5,157,2,6,8,31
14592,7,264,6,1,15,3
14593,3,667,3,6,9,13
14594,10,71,6,5,15,4
14595,1,339,6,3,11,15
14596,2,680,6,1,24,18
14597,6,925,6,3,4,29
14598,5,697,6,5,27,34
14599,3,128,6,0,19,29
14600,4,20,6,4,15,21
14601,10,628,1,6,24,13
14602,7,358,4,6,9,22
14603,4,10,6,5,7,15
14604,6,764,1,6,16,4
14605,6,103,6,3,24,17
14606,7,605,6,4,19,12
14607,7,647,6,0,22,23
14608,6,75,5,6,28,23
14609,8,893,3,6,12,18
14610,3,99,6,0,7,21
14611,4,513,0,6,9,15
14612,5,601,0,6,21,20
14613,6,998,6,5,15,21
14614,5,753,2,6,18,23
14615,7,437,2,6,14,12
14616,7,267,1,6,7,34
14617,3,748,6,3,13,26
14618,4,298,2,6,21,18
14619,5,66,6,5,19,14
14620,3,469,6,2,18,28
14621,6,128,6,3,27,12
14622,4,826,4,6,19,14
14623,6,673,2,6,10,26
14624,6,878,6,1,33,15
14625,8,120,0,6,4,12
14626,6,634,5,6,33,27
14627,6,482,6,2,13,14
14628,6,10,0,6,26,9
14629,8,266,4,6,18,15
14630,8,83,2,6,23,26
14631,4,808,6,4,19,8
14632,5,16,6,3,15,13
14633,9,449,2,6,18,10
14634,5,200,6,5,26,19
14635,5,653,4,6,32,19
14636,9,606,6,0,19,33
14637,3,425,4,6,25,30
14638,2,689,6,3,26,23
14639,1,927,3,6,18,31
14640,3,416,6,4,22,20
14641,8,469,6,4,29,32
14642,6,191,3,6,9,8
14643,7,840,6,4,19,20
14644,8,435,0,6,12,15
14645,6,7,3,6,12,22
14646,5,597,6,5,15,22
14647,6,948,5,6,23,20
14648,4,538,6,4,13,21
14649,6,29,0,6,28,12
14650,9,667,6,2,6,15
14651,8,264,0,6,28,27
14652,7,976,6,5,28,22
14653,7,538,6,3,24,15
14654,5,926,6,1,32,25
14655,5,256,6,0,16,17
14656,2,314,6,2,27,9
14657,5,900,2,6,24,27
14658,6,39,6,1,18,23
14659,9,380,2,6,23,18
14660,5,711,6,3,24,13
14661,5,128,6,4,25,32
14662,7,217,5,6,19,3
14663,4,477,6,5,20,22
14664,7,540,6,5,22,19
14665,10,660,4,6,17,12
14666,3,898,6,2,22,5
14667,6,845,1,6,18,13
14668,4,332,6,1,24,26
14669,8,863,6,2,29,23
14670,10,965,5,6,23,10
14671,3,467,6,2,15,29
14672,7,681,3,6,33,15
14673,5,637,1,6,24,21
14674,7,647,6,0,7,11
14675,6,134,5,6,22,18
14676,5,629,6,2,21,21
14677,8,199,6,2,15,20
14678,7,980,4,6,19,15
14679,5,320,6,0,27,10
14680,2,483,1,6,32,24
14681,5,927,1,6,27,24
14682,9,523,6,2,26,21
14683,10,621,6,0,14,13
14684,6,360,5,6,18,10
14685,7,844,0,6,20,12
14686,6,808,6,3,23,17
14687,8,389,6,1,33,28
14688,6,691,4,6,17,29
14689,7,560,6,2,20,9
14690,6,998,1,6,3,20
14691,2,797,1,6,21,27
14692,3,715,0,6,13,18
14693,3,576,6,2,3,23
14694,7,629,1,6,22,12
14695,8,949,5,6,16,9
14696,8,485,3,6,19,10
14697,3,457,6,4,27,24
14698,8,410,6,2,31,23
14699,3,453,6,5,27,23
14700,2,327,5,6,10,19
14701,5,995,0,6,23,24
14702,7,2,2,6,27,20
14703,5,340,6,3,24,18
14704,1,267,0,6,25,28
14705,4,491,6,1,17,28
14706,5,294,6,4,14,15
14707,8,270,4,6,27,30
14708,6,512,0,6,24,27
14709,7,183,6,0,19,23
14710,5,249,5,6,26,9
14711,5,215,4,6,13,14
14712,4,430,6,4,5,22
14713,6,524,6,0,13,9
14714,3,812,6,4,15,17
14715,6,966,6,4,20,18
14716,6,40,0,6,18,12
14717,8,55,3,6,14,21
14718,7,179,6,2,28,16
14719,6,920,1,6,37,18
14720,6,75,5,6,15,8
14721,5,830,6,4,18,12
14722,7,64,4,6,27,13
14723,10,734,4,6,26,24
14724,8,227,4,6,27,17
14725,1,631,5,6,38,13
14726,7,889,5,6,7,16
14727,9,227,6,5,13,9
14728,7,386,6,4,25,24
14729,7,512,5,6,19,15
14730,7,920,6,1,27,26
14731,9,623,5,6,13,15
14733,9,660,0,6,6,26
14734,9,281,6,1,29,19
14735,7,445,1,6,15,16
14736,5,351,6,1,19,16
14737,2,452,6,4,27,23
14738,5,557,6,3,8,10
14739,7,449,4,6,6,21
14740,10,240,6,5,15,21
14741,3,470,5,6,24,13
14742,6,724,6,5,13,10
14743,7,744,4,6,18,19
14744,7,617,6,1,26,27
14745,2,10,6,2,21,31
14746,6,58,2,6,19,24
14747,5,307,6,0,30,12
14748,7,620,2,6,21,28
14749,6,535,2,6,28,24
14750,9,308,6,5,13,18
14751,6,640,6,3,22,33
14752,8,623,3,6,25,19
14753,1,885,5,6,12,21
14754,4,195,6,1,18,31
14755,3,158,6,0,31,20
14756,6,695,1,6,22,27
14757,7,190,1,6,22,25
14758,7,765,1,6,9,16
14759,3,749,6,1,3,24
14760,2,234,0,6,11,10
14761,1,843,6,3,18,25
14762,7,278,6,3,23,19
14763,5,158,6,5,10,14
14764,7,706,5,6,15,24
14765,9,767,1,6,28,19
14766,6,718,5,6,22,22
14767,8,494,6,5,23,19
14768,10,358,3,6,3,27
14769,7,462,6,5,14,20
14770,6,170,0,6,16,27
14771,3,66,6,5,19,29
14772,9,194,2,6,16,16
14773,6,162,2,6,9,18
14774,7,809,6,3,24,12
14775,2,624,6,0,25,9
14776,2,311,4,6,11,22
14777,6,648,6,0,17,15
14778,3,927,6,2,6,20
14779,3,609,6,1,13,10
14780,6,54,6,3,31,21
14781,4,574,6,3,21,26
14782,3,892,0,6,13,14
14783,4,770,3,6,12,15
14784,8,128,6,3,6,11
14785,8,910,5,6,9,20
14786,8,103,5,6,9,14
14787,6,531,4,6,30,12
14788,5,479,5,6,22,20
14789,3,534,6,1,19,10
14790,3,472,6,0,19,7
14791,7,263,6,2,6,13
14792,7,694,1,6,13,22
14793,3,823,6,5,3,21
14794,4,928,6,4,22,13
14795,3,383,6,4,10,25
14796,5,356,6,2,12,13
14797,6,846,2,6,16,11
14798,8,768,1,6,3,21
14799,6,158,6,4,26,30
14800,6,286,5,6,31,31
14801,1,224,4,6,6,17
14802,4,565,6,4,12,11
14803,7,670,0,6,27,15
14804,7,555,6,4,15,5
14805,7,874,6,3,24,18
14806,6,959,0,6,18,24
14807,6,54,2,6,26,15
14808,8,960,2,6,28,18
14809,6,525,1,6,18,16
14810,4,801,6,1,12,13
14811,9,673,6,0,26,16
14812,5,536,1,6,6,14
14813,5,794,6,1,9,18
14814,3,479,6,3,25,24
14815,5,135,0,6,6,26
14816,8,420,6,3,9,14
14817,6,255,6,3,24,14
14818,3,34,6,3,13,15
14819,5,975,3,6,32,28
14820,4,623,3,6,9,18
14821,4,499,6,0,15,21
14822,9,468,6,1,12,27
14823,6,964,1,6,14,21
14824,9,627,3,6,14,20
14825,5,975,5,6,26,17
14826,3,36,4,6,18,19
14827,7,830,6,4,8,23
14828,6,64,3,6,18,10
14829,4,241,6,0,25,24
14830,4,589,6,1,26,9
14831,4,933,6,1,5,15
14832,7,258,6,4,15,19
14833,7,534,6,2,15,18
14834,3,654,6,2,16,13
14835,7,989,6,4,20,21
14836,2,256,6,2,14,19
14837,6,294,4,6,28,8
14838,5,318,6,2,29,32
14839,5,183,6,1,16,11
14840,6,467,4,6,24,24
14841,9,236,6,3,13,29
14842,8,360,0,6,27,14
14843,7,756,2,6,7,16
14844,3,291,6,0,19,13
14845,5,237,6,3,9,19
14846,10,241,0,6,15,24
14847,5,440,6,3,21,8
14848,6,721,2,6,24,26
14849,4,921,6,2,22,22
14850,5,98,1,6,21,7
14851,7,556,6,3,15,18
14852,5,740,6,5,7,21
14853,8,802,1,6,17,26
14854,3,813,6,2,24,17
14856,10,223,6,2,30,17
14857,2,38,6,5,13,27
14858,2,396,6,2,4,7
14859,4,607,6,2,13,11
14860,6,574,3,6,21,33
14861,5,684,6,0,23,17
14862,4,271,6,5,14,17
14863,6,907,5,6,13,7
14864,3,84,6,1,10,12
14865,7,368,1,6,19,15
14866,3,914,6,3,13,12
14867,6,922,6,3,15,16
14868,2,799,6,4,12,29
14869,5,9,4,6,24,8
14870,6,20,0,6,20,19
14871,5,225,4,6,6,26
14872,2,334,6,2,17,33
14873,6,871,6,5,23,22
14874,5,808,6,1,16,16
14875,8,445,6,4,13,21
14876,5,116,6,4,7,19
14877,8,557,3,6,24,11
14878,1,844,4,6,16,18
14879,4,898,6,4,21,7
14880,4,971,6,0,23,19
14881,8,583,6,3,26,28
14882,5,599,6,2,28,11
14883,5,177,6,5,12,31
14884,5,378,3,6,15,24
14885,5,407,5,6,24,13
14886,6,700,6,4,21,9
14887,7,687,6,2,12,20
14888,3,998,6,3,18,11
14889,6,240,6,3,24,22
14890,9,873,6,4,18,15
14891,7,310,6,2,30,26
14892,8,694,2,6,18,18
14893,3,868,6,1,16,9
14894,4,339,5,6,4,28
14895,5,726,3,6,30,18
14896,1,871,0,6,25,12
14897,6,974,6,3,18,21
14898,6,899,3,6,11,18
14899,7,825,6,2,19,25
14900,5,748,0,6,18,13
14901,7,145,6,1,21,29
14902,5,899,6,3,7,20
14903,7,544,6,1,16,15
14904,8,836,1,6,24,13
14905,5,786,5,6,20,12
14906,6,324,0,6,18,7
14907,6,665,4,6,31,6
14908,6,255,0,6,12,29
14909,5,245,6,4,21,18
14910,3,551,6,0,10,5
14911,8,45,5,6,24,34
14912,8,573,6,4,6,24
14913,8,665,5,6,17,26
14914,8,57,0,6,12,27
14916,6,547,3,6,24,21
14917,4,446,6,1,6,21
14918,7,595,6,5,13,25
14919,7,386,6,5,9,17
14920,7,214,6,3,19,13
14921,9,742,6,3,13,23
14922,3,471,6,4,13,13
14923,3,467,6,5,16,11
14924,3,549,3,6,3,18
14925,6,878,1,6,17,18
14926,9,28,6,1,16,24
14927,8,841,6,4,18,21
14928,6,775,2,6,19,31
14929,8,716,1,6,21,10
14930,6,179,4,6,14,15
14931,9,2,4,6,13,12
14932,2,120,0,6,16,15
14933,5,702,2,6,13,12
14934,4,58,6,4,20,27
14935,6,754,6,5,18,21
14936,8,372,4,6,25,10
14937,2,895,6,2,16,12
14938,6,377,6,1,15,27
14939,6,449,1,6,26,15
14940,10,663,1,6,26,14
14941,4,28,6,1,17,22
14942,10,358,2,6,24,15
14943,6,854,3,6,25,16
14944,6,110,3,6,19,14
14945,6,103,5,6,25,25
14946,4,913,4,6,24,18
14947,4,54,0,6,16,24
14948,2,675,0,6,29,16
14949,3,504,6,2,10,6
14950,7,826,4,6,29,6
14951,6,353,4,6,29,23
14952,8,591,4,6,12,6
14953,7,724,4,6,17,27
14954,5,996,1,6,32,35
14955,3,278,6,1,16,13
14956,10,799,2,6,9,18
14957,1,549,6,2,30,27
14958,1,560,6,4,23,25
14959,5,584,6,2,27,13
14960,8,121,3,6,16,7
14961,2,770,0,6,8,15
14962,4,7,6,3,13,27
14963,6,18,3,6,31,11
14964,4,339,6,2,19,8
14965,8,324,3,6,27,18
14966,8,221,6,5,28,11
14967,10,702,4,6,33,12
14968,2,849,0,6,31,16
14969,3,881,1,6,12,18
14970,6,743,4,6,25,17
14971,9,299,6,5,23,15
14972,3,816,6,5,18,15
14973,6,776,6,4,13,11
14974,5,715,1,6,15,31
14975,8,807,1,6,26,17
14976,2,628,6,1,23,15
14977,10,990,5,6,21,14
14978,5,771,6,1,31,20
14979,4,200,6,2,25,22
14980,2,934,6,3,13,10
14981,1,177,6,5,20,13
14982,3,273,6,2,19,12
14983,8,59,0,6,15,12
14984,4,514,4,6,10,12
14985,3,540,6,4,15,19
14986,2,563,6,0,11,30
14987,6,550,0,6,26,18
14988,6,7,2,6,18,21
14989,6,37,3,6,15,15
14990,2,367,2,6,29,21
14991,8,81,6,1,9,18
14992,3,838,6,0,18,27
14993,8,965,6,5,26,9
14994,6,387,2,6,17,20
14995,5,961,5,6,31,27
14996,3,435,6,5,31,15
14997,8,345,5,6,22,24
14998,6,307,6,5,10,12
14999,5,315,6,2,13,9
15000,4,982,2,6,25,14
15001,3,584,6,0,15,27
15002,4,869,0,6,3,21
15003,6,421,0,6,8,15
15004,4,45,6,0,16,25
15005,6,447,5,6,19,9
15006,5,389,6,3,21,29
15007,2,16,1,6,23,12
15008,7,290,5,6,17,6
15009,4,68,6,1,28,34
15010,3,204,6,1,13,10
15011,9,201,6,2,24,29
15012,5,760,6,0,24,16
15013,6,420,1,6,21,33
15014,8,424,0,6,33,9
15015,5,747,6,0,30,18
15016,9,634,0,6,13,15
15017,5,870,6,4,15,30
15018,7,483,0,6,22,21
15019,3,479,6,1,31,11
15020,8,907,5,6,25,32
15021,5,132,6,1,12,19
15022,8,391,2,6,18,23
15023,2,32,6,4,20,6
15024,1,112,1,6,32,21
15025,10,650,6,2,10,12
15026,6,477,0,6,20,29
15027,9,649,1,6,26,19
15028,2,234,2,6,15,18
15029,6,877,5,6,27,14
15030,5,587,6,1,18,26
15031,8,747,6,0,9,16
15032,10,594,1,6,19,16
15033,5,645,6,3,26,19
15034,5,248,4,6,18,19
15035,6,236,6,3,29,20
15036,9,196,0,6,16,5
15037,2,305,6,1,32,7
15038,7,886,1,6,12,20
15039,6,396,0,6,23,28
15040,4,325,6,5,16,20
15041,5,299,6,0,17,36
15042,3,317,6,3,13,7
15043,6,913,1,6,13,7
15044,1,233,6,3,8,22
15045,8,14,6,0,27,18
15046,6,570,6,3,19,16
15047,6,632,0,6,26,14
15048,3,641,2,6,21,25
